US Future/美國期貨,,,,,,,,"需要更多產品請聯繫客服或官網查詢
客服：https://t.me/iticksupport
官網：https://itick.org"
NYMEX,VV,Gulf Coast ULSD (Platts) vs. Gulf Coast Jet (Platts) Futures,Gulf Coast ULSD (Platts) 与 Gulf Coast Jet (Platts) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,W0,Singapore Mogas 95 Unleaded (Platts) BALMO Futures,新加坡 Mogas 95 无铅（普氏）BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WBR,WTI Houston (Argus) vs. Brent Calendar Month Futures,WTI 休斯顿（阿格斯）与布伦特日历月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WBX,WTI Midland (Argus) vs. Brent Cross-Month Futures,WTI Midland（阿格斯）与布伦特跨月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WHB,WTI Houston (Argus) vs. Brent Trade Month Futures,WTI 休斯顿（阿格斯）与布伦特贸易月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WHD,WTI Houston (Argus) vs. Dubai (Platts) Trade Month Futures,WTI 休斯顿 (Argus) 与迪拜 (Platts) 交易月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WHT,WCS Houston (Argus) vs. WTI Trade Month Futures,WCS 休斯顿（阿格斯）与 WTI 交易月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WMB,WTI Midland (Argus) vs. Brent Trade Month Futures,WTI Midland（阿格斯）与布伦特贸易月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WMD,WTI Midland (Argus) vs. Dubai (Platts) Trade Month Futures,WTI Midland (Argus) 与 Dubai (Platts) 交易月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WMR,WTI Midland (Argus) vs. Brent Calendar Month Futures,WTI Midland（阿格斯）与布伦特日历月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WNB,WCS Cushing (Argus) vs. WTI Trade Month BALMO Futures,WCS 库欣（阿格斯）与 WTI 交易月 BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WNT,WCS Cushing (Argus) vs. WTI Trade Month Futures,WCS 库欣（阿格斯）与 WTI 交易月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WOL,PJM Western Hub Real-Time Off-Peak Calendar-Day 5 MW Futures,PJM Western Hub 实时非高峰日历日 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WPL,PJM Western Hub Day-Ahead Peak Calendar-Day 5 MW Futures,PJM Western Hub 日前高峰日历日 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WTB,WTI Midland (Argus) vs. WTI Trade Month BALMO Futures,WTI Midland（阿格斯）与 WTI 交易月 BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WTD,WTI Midland (Argus) vs. Dubai (Platts) Calendar Month Futures,WTI Midland (Argus) 与 Dubai (Platts) 日历月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WTL,WTL Midland (Argus) vs. WTI Trade Month Futures,WTL Midland (Argus) 与 WTI 交易月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,WTT,WTI Midland (Argus) vs. WTI Trade Month Futures,WTI Midland (Argus) 与 WTI 交易月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,X0,Singapore Mogas 97 Unleaded (Platts) Futures,新加坡 Mogas 97 无铅（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,X6,Gasoil 0.1% Cargoes CIF MED (Platts) BALMO Futures,柴油 0.1% 货物 CIF MED（普氏）BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,X7,ULSD 10ppm CIF MED (Platts) BALMO Futures,ULSD 10ppm CIF MED（普氏）BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,X9,Jet Fuel Barges FOB Rdam (Platts) BALMO Futures,喷气燃料驳船 FOB Rdam (Platts) BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,XER,RBOB Gasoline vs. Euro-bob Oxy NWE Barges (Argus) Futures,RBOB 汽油与 Euro-bob Oxy NWE 驳船（阿格斯）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,XPP,Alberta Power Pool Extended Peak Calendar-Day Futures,艾伯塔电力池延长日历日峰值期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,XTT,WTI Ex-Pipe (Argus) vs. WTI Trade Month Futures,WTI Ex-Pipe (Argus) 与 WTI 交易月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,XUB,Cross North Sea Dirty Freight 80kt (Platts) BALMO Futures,跨北海脏货 80kt（普氏）BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,XUK,Cross North Sea Dirty Freight 80kt (Platts) Futures,跨北海脏货80kt（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,YHE,ERCOT Houston 345 kV Hub Day-Ahead 5 MW Peak Futures,ERCOT 休斯顿 345 kV 集线器日前 5 MW 峰值期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,YHF,ERCOT Houston 345 kV Hub Day-Ahead 5 MW Peak Calendar-Day Futures,ERCOT 休斯顿 345 kV 集线器日前 5 MW 峰值日历日期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,YNO,Singapore Mogas 97 Unleaded (Platts) BALMO Futures,新加坡 Mogas 97 无铅（普氏）BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,YRP,ERCOT North 345 kV Hub Day-Ahead 5 MW Off-Peak Calendar-Day Futures,ERCOT North 345 kV Hub 日前 5 MW 非高峰日历日期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,YRW,ERCOT North 345 kV Hub Day-Ahead 5 MW Peak Calendar-Day Futures,ERCOT North 345 kV Hub 日前 5 MW 峰值日历日期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,YUE,ERCOT South 345 kV Hub Day-Ahead 5 MW Peak Futures,ERCOT South 345 kV Hub 日前 5 MW 峰值期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,YVB,Mars (Argus) vs. WTI Trade Month BALMO Futures,火星 (Argus) 与 WTI 交易月 BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,YWE,ERCOT West 345 kV Hub Day-Ahead 5 MW Peak Futures,ERCOT West 345 kV Hub 日前 5 MW 峰值期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,YWF,ERCOT West 345 kV Hub Day-Ahead 5 MW Off-Peak Calendar-Day Futures,ERCOT West 345 kV Hub 日前 5 MW 非高峰日历日期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,YWK,ERCOT West 345 kV Hub Day-Ahead 5 MW Off-Peak Futures,ERCOT West 345 kV Hub 日前 5 MW 非高峰期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,Z1B,Ethanol T2 FOB Rdam Including Duty (Platts) BALMO Futures,乙醇 T2 FOB Rdam 含税 (普氏) BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,Z4,Gasoil 0.1% Cargoes CIF MED (Platts) Futures,柴油 0.1% 货物 CIF MED (Platts) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,Z6,ULSD 10ppm Cargoes CIF MED (Platts) Futures,ULSD 10ppm 货物 CIF MED（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ZAL,NYISO Zone A Day-Ahead Off-Peak Calendar-Day 5 MW Futures,NYISO A 区日前非高峰日历日 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ZGL,NYISO Zone G Day-Ahead Off-Peak Calendar-Day 5 MW Futures,NYISO G 区日前非高峰日历日 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ZJL,NYISO Zone J Day-Ahead Off-Peak Calendar-Day 5 MW Futures,NYISO J 区日前非高峰日历日 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ZKU,Singapore Naphtha (Platts) BALMO Futures,新加坡石脑油（普氏）BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
CBOT,ZS,Soybean Futures,大豆期货,农业,1900-1320:周日-周五,future,us,America/Chicago
CME,LE,Live Cattle Futures,活牛期货,农业,0830-1305:周二-周六,future,us,America/Chicago
CBOT,ZC,Corn Futures,玉米期货,农业,1900-1320:周一-周五,future,us,America/Chicago
CBOT,ZM,Soybean Meal Futures,豆粕期货,农业,1900-1320:周一-周五,future,us,America/Chicago
CBOT,ZW,Chicago SRW Wheat Futures,芝加哥软红冬小麦期货,农业,1900-1320:周一-周五,future,us,America/Chicago
ICEUS,KC,Coffee C Futures,咖啡C期货,农业,0415-1331:周一-周五,future,us,America/New_York
CBOT,ZL,Soybean Oil Futures,豆油期货,农业,1900-1320:周一-周五,future,us,America/Chicago
ICEUS,CT,Cotton No. 2 Futures,2号棉期货,农业,2100-1421:周三-周六|1800-1421:周二,future,us,America/New_York
ICEUS,SB,Sugar No. 11 Futures,11号糖期货,农业,0330-1301:周一-周五,future,us,America/New_York
ICEUS,CC,Cocoa Futures,可可期货,农业,0445-1331:周一-周五,future,us,America/New_York
CME,HE,Lean Hog Futures,瘦肉猪期货,农业,0830-1305:周二-周六,future,us,America/Chicago
CBOT,UME,Urea (Granular) FOB Middle East Futures,尿素（颗粒）FOB 中东期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,XK,Mini Soybean Futures,迷你大豆期货,农业,1900-1345:周一-周五,future,us,America/Chicago
CME,GF,Feeder Cattle Futures,饲养牛期货,农业,0830-1305:周二-周六,future,us,America/Chicago
CBOT,ZR,Rough Rice Futures,糙米期货,农业,1900-1320:周一-周五,future,us,America/Chicago
CBOT,MZS,Micro Soybean Futures,微型大豆期货,农业,1900-1320:周一-周五,future,us,America/Chicago
NYMEX,CJ,Cocoa Futures,可可期货,农业,1800-1700:周一-周五,future,us,America/New_York
CME,LBR,Lumber Futures,木材期货,农业,0900-1505:周一-周五,future,us,America/Chicago
ICEUS,OJ,Frozen Concentrate Orange Juice A Futures,冷冻浓缩橙汁A期货,农业,0800-1401:周一-周五,future,us,America/New_York
CBOT,ZO,Oat Futures,燕麦期货,农业,1900-1320:周一-周五,future,us,America/Chicago
CME,PRK,Pork Cutout Futures,猪肉分切期货,农业,0830-1305:周二-周六,future,us,America/Chicago
CBOT,BET,BTIC on Bloomberg Commodity Energy Subindex Futures,BTIC 参与彭博商品能源分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BPE,Bloomberg Commodity Petroleum Subindex Futures,彭博商品石油分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,KE,KC HRW Wheat Futures,KC 硬红冬小麦期货,农业,1900-1320:周一-周五,future,us,America/Chicago
NYMEX,TT,Cotton Futures,棉花期货,农业,1800-1700:周一-周五,future,us,America/New_York
CBOT,UFV,Urea (Granular) FOB US Gulf Futures,尿素（颗粒）FOB 美国海湾期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,XC,Mini-Corn Futures,迷你玉米期货,农业,1900-1345:周一-周五,future,us,America/Chicago
CME,BLK,Block Cheese Futures,块奶酪期货,农业,0830-1305:周二-周六,future,us,America/Chicago
CME,DC,Class III Milk Futures,III类牛奶期货,农业,1700-1600:周二-周五|1700-1400:周六,future,us,America/Chicago
NYMEX,KT,Coffee Futures,咖啡期货,农业,1800-1700:周一-周五,future,us,America/New_York
CBOT,KWD,KC Wheat - Euronext Wheat Spread,KC 小麦 - 泛欧交易所小麦价差,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,MZC,Micro Corn Futures,微型玉米期货,农业,1900-1320:周一-周五,future,us,America/Chicago
CBOT,MZM,Micro Soybean Meal Futures,微型豆粕期货,农业,1900-1320:周一-周五,future,us,America/Chicago
CBOT,MZW,Micro Wheat Futures,微型小麦期货,农业,1900-1320:周一-周五,future,us,America/Chicago
CME,OPF,USD Malaysian Palm Olein Calendar Futures,美元马来西亚棕榈油日历期货,农业,0830-1320:周一-周五,future,us,America/Chicago
ICEUS,RS,Canola Futures,油菜籽期货,农业,2000-1420:周三-周六|1800-1700:周二,future,us,America/New_York
ICEUS,RS.Z,Canola TAS Futures,油菜籽 TAS 期货,农业,2000-1420:周三-周六|1800-1700:周二,future,us,America/New_York
CBOT,SAS,FOB Santos Soybeans Financially Settled (Platts) Futures,FOB 桑托斯大豆财务结算（普氏）期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,UFB,Urea (Granular) CFR Brazil Futures,尿素（颗粒）CFR 巴西期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,UFE,Urea (Granular) FOB Egypt Futures,尿素（颗粒）FOB 埃及期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,XW,Mini-sized Chicago SRW Wheat Futures,小型芝加哥软红冬小麦期货,农业,1900-1345:周一-周五,future,us,America/Chicago
ICEUS,AC,Metric Arabica Coffee Future,公制阿拉比卡咖啡未来,农业,2000-1800:周三-周六|1800-1800:周二,future,us,America/New_York
CBOT,AUW,Australian Wheat FOB (Platts) Futures,澳大利亚小麦 FOB（普氏）期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BAG,Bloomberg Commodity Agriculture Subindex Futures,彭博商品农业分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BAT,BTIC on Bloomberg Commodity Agriculture Subindex Futures,BTIC 参与彭博商品农业分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BEN,Bloomberg Commodity Energy Subindex Futures,彭博商品能源分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BGR,Bloomberg Commodity Grains Subindex Futures,彭博商品谷物分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BGT,BTIC on Bloomberg Commodity Grains Subindex Futures,BTIC 参与彭博商品谷物分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BLI,Bloomberg Commodity Livestock Subindex Futures,彭博商品牲畜分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BLT,BTIC on Bloomberg Commodity Livestock Subindex Futures,BTIC 参与彭博商品牲畜分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BME,Bloomberg Commodity All Metals Subindex Futures,彭博商品全金属分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BMT,BTIC on Bloomberg Commodity All Metals Subindex Futures,BTIC 上彭博商品全金属分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BPR,Bloomberg Commodity Precious Metals Subindex Futures,彭博商品贵金属分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BPT,BTIC on Bloomberg Commodity Petroleum Subindex Futures,BTIC 参与彭博商品石油分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,BST,BTIC on Bloomberg Commodity Precious Metals Subindex Futures,BTIC 上彭博商品贵金属分类指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CME,CB,Cash-settled Butter Futures,现金结算的黄油期货,农业,1700-1600:周二-周五|1700-1400:周六,future,us,America/Chicago
ICEUS,CC.Z,Cocoa Futures (TAS),可可期货 (TAS),农业,0445-1331:周一-周五,future,us,America/New_York
CME,CCI,FTSE CoreCommodity CRB Index Futures,富时核心商品 CRB 指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CME,CCT,BTIC on FTSE CoreCommodity CRB Index Futures,BTIC 富时核心商品 CRB 指数期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CME,CPO,USD Malaysian Crude Palm Oil Calendar Futures,美元马来西亚毛棕榈油日历期货,农业,0830-1320:周一-周五,future,us,America/Chicago
CME,CPV,USD Malaysian Crude Palm Oil Day 15th Bullet Futures,美元马来西亚毛棕榈油日第 15 个子弹期货,农业,0830-1320:周一-周五,future,us,America/Chicago
CME,CSC,Cash-Settled Cheese Futures,现金结算的奶酪期货,农业,1700-1600:周二-周五|1700-1400:周六,future,us,America/Chicago
ICEUS,CT.Z,Cotton No. 2 TAS - NYCC - Dec25,棉花 2 号至 - 纽约 - 12 月 25 日,农业,2100-1421:周三-周六|1800-1421:周二,future,us,America/New_York
CBOT,CVB,Black Sea Wheat (CVB) Financially Settled (Argus) Futures,黑海小麦（CVB）财务结算（阿格斯）期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,CWD,Chicago Wheat - Euronext Wheat Spread,芝加哥小麦 - 泛欧交易所小麦价差,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,CWR,Canadian Wheat (Platts) Futures,加拿大小麦（普氏）期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,DFN,DAP FOB NOLA Futures,DAP FOB 诺拉期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CME,DY,Dry Whey Futures,乳清粉期货,农业,1700-1600:周二-周五|1700-1400::周六,future,us,America/Chicago
CME,GDK,Class IV Milk Futures,IV类牛奶期货,农业,1700-1600:周二-周五|1700-1400::周六,future,us,America/Chicago
CME,GNF,Nonfat Dry Milk Futures,脱脂奶粉期货,农业,1700-1600:周二-周五|1700-1400::周六,future,us,America/Chicago
CBOT,HRS,Spring Wheat Futures,春小麦期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CME,JQ,Mid-Sized Milk Synthetic Futures,中型牛奶合成期货,农业,1700-1600:周二-周五|1700-1400::周六,future,us,America/Chicago
ICEUS,KC.Z,"Coffee ""C"" TAS - NYCC - Dec25",咖啡“C”至 - 纽约 - 12 月 25 日,农业,0415-1331:周一-周五,future,us,America/New_York
CBOT,MFC,MAP CFR Brazil Futures,MAP CFR 巴西期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,MFV,10-Ton Urea US Gulf Futures,10吨尿素美国海湾期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,MKC,Mini-Sized KC HRW Wheat Futures,小型 KC 硬红小麦期货,农业,1900-1345:周一-周五,future,us,America/Chicago
CBOT,MZL,Micro Soybean Oil Futures,微型豆油期货,农业,1900-1320:周一-周五,future,us,America/Chicago
ICEUS,OJ.Z,Frozen Concentrate Orange Juice A Futures (TAS),冷冻浓缩橙汁 A 期货 (TAS),农业,0800-1401:周一-周五,future,us,America/New_York
CBOT,OSF,Soybean Oilshare Futures,大豆油股期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CME,POG,USD Malaysian Crude Palm Oil - European Low Sulphur Gasoil Spread Futures,美元马来西亚毛棕榈油 - 欧洲低硫柴油价差期货,农业,0830-1320:周一-周五,future,us,America/Chicago
CBOT,QCW,Chicago SRW Wheat-Corn ICS Synthetic Futures,芝加哥 SRW 小麦-玉米 ICS 合成期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,RSO,European FOB Dutch Mill Rapeseed Oil (Argus) Futures,欧洲离岸价荷兰磨坊菜籽油（阿格斯）期货,农业,1700-1600:周一-周五,future,us,America/Chicago
ICEUS,SB.Z,Sugar No. 11 TAS - NYCC - Mar26,糖号 11 TAS - NYCC - 3 月 26 日,农业,0330-1301:周一-周五,future,us,America/New_York
ICEUS,SF,Sugar No. 16 Futures,16号糖期货,农业,0900-1300:周一-周五,future,us,America/New_York
CME,SYP,Southern Yellow Pine (Fastmarkets) Futures,南方黄松（Fastmarkets）期货,农业,1700-1600:周一-周五,future,us,America/Chicago
CBOT,UNO,UAN FOB NOLA Futures,UAN FOB 诺拉期货,农业,1700-1600:周一-周五,future,us,America/Chicago
NYMEX,YO,No. 11 Sugar Futures,11号糖期货,农业,1800-1700:周一-周五,future,us,America/New_York
COMEX,GC,Gold Futures,黄金期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,MGC,Micro Gold Futures,微型黄金期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,SI,Silver Futures,白银期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,HG,Copper Futures,铜期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,MHG,Micro Copper Futures,微型铜期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,SIL,Micro Silver Futures,微型白银期货,金属,17:00-16:00 (周日-周五),future,us,
NYMEX,PL,Platinum Futures,铂金期货,金属,17:00-16:00 (周日-周五),future,us,
NYMEX,PA,Palladium Futures,钯金期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,ALI,Aluminum Futures,铝期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,UX,UxC Uranium U3O8 Futures,UxC 铀 U3O8 期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,1OZ,1-Ounce Gold Futures,1 盎司黄金期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,QO,Gold (Mini) Futures,黄金（迷你）期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,LTC,Lithium Carbonate CIF CJK (Fastmarkets) Futures,碳酸锂 CIF CJK (Fastmarkets) 期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,TIO,"Iron Ore 62% Fe, CFR China (Platts) Futures",铁矿石 62% Fe，CFR 中国（普氏）期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,HRC,U.S. Midwest Domestic Hot-Rolled Coil Steel (CRU) Index Futures,美国中西部国内热轧卷钢（CRU）指数期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,QC,E-mini Copper Futures,E-迷你铜期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,COB,Cobalt Metal (Fastmarkets) Futures,钴金属（Fastmarkets）期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,QI,E-mini Silver Futures,E-迷你白银期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,SGU,Shanghai Gold (USD) Futures,上海金（美元）期货,金属,17:00-16:00 (周日-周五),future,us,
COMEX,BCH,Chicago No1 Busheling Ferrous Scrap (Fastmarkets) Futures,芝加哥 1 号蒲式耳废铁 (Fastmarkets) 期货,金属,17:00-16:00 (周日-周五),future,us,
